bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,price
3,1.75,1290,3870,1,5,1916,647500
4,1,2000,4676,1.5,3,1916,450000
3,1,1050,7500,1,3,1900,440000
4,2.5,2340,3784,2,3,2008,445000
4,2.25,2210,7665,2,4,1968,530000
5,2.5,2920,5568,2,3,1906,875000
3,2.75,3150,219978,2,4,1990,685000
3,3.5,3590,6402,2,3,1999,798000
4,2.5,1910,5000,2,3,2005,297500
4,2.75,3110,35235,2,4,1983,749950
5,3,2440,4750,1,3,2006,495000
4,2.25,1330,8400,1.5,3,1962,540000
3,1.75,1460,22651,1,4,1961,395000
6,4.5,3902,3880,3,4,1977,1300000
5,4.75,5180,17811,2,3,2001,1075000
2,2.5,1150,2064,2,3,2004,214100
4,1.5,1920,10403,1,3,1959,210000
3,2.5,2520,53143,1.5,3,1988,499500
2,1,970,3400,1,3,1924,546000
5,2.5,2490,7666,1,4,1989,292000
3,2,1680,8424,1,3,1993,289000
3,1,1150,4825,1,4,1957,240000
4,3,1980,7931,1,4,1983,395000
4,2.25,2070,13084,1,4,1967,795000
4,4.25,5660,193593,2,3,2001,955000
4,2.75,2420,10962,1,3,1977,725000
4,2.5,2610,4781,2,3,2009,335000
4,3.75,2810,10840,2,4,1994,492000
3,2.5,1510,10384,1,2,1976,250000
3,1.75,1910,4800,1,3,1959,700000
3,1.75,1700,51649,1.5,5,1931,545000
4,2.75,2020,10720,1,4,1976,555000
3,1.75,2340,4206,1,5,1917,640000
3,2,1463,868,3,3,2003,390000
3,1,1430,3840,1,3,1945,466500
3,1.5,1180,12324,1,3,1981,372500
5,4.5,4400,15580,2,3,2003,1800000
3,2.5,1610,6176,2,3,1994,255000
3,2.5,1480,14250,2,3,1996,466800
3,2.5,2670,10338,2,3,1987,749000
4,1.75,1830,29110,2,3,1990,610000
2,1,920,4095,1,4,1914,356000
3,1,1150,19200,1,4,1908,165000
2,1,1190,7408,1,3,1941,229000
4,3.25,4160,35654,2,3,1973,530000
3,2.5,2370,12753,2,3,2001,499950
4,1.75,1660,3800,1.5,3,1926,619000
3,2.5,1480,8381,1,4,1968,547000
4,2.5,2390,6426,2,3,1999,359800
3,3.5,1690,1432,2,3,2008,499000
3,1,1010,7560,1,3,1958,189000
4,3.5,3500,8547,2,3,1994,799000
4,2.75,2330,7642,1,3,1990,257000
3,1.5,1890,9450,1,3,1957,270000
4,1.75,2000,6032,1,3,1959,453500
3,1,1130,10650,1,3,1954,237000
4,1.75,1670,9886,1,5,1947,456000
3,2.5,2600,5540,2,3,2004,355500
4,1.75,1560,31299,1,4,1965,299950
3,2,1170,5360,1,3,1919,335000
4,2.5,2100,4237,2,3,2006,268500
3,2.25,1710,11500,1,3,1978,385000
4,2.75,2420,5773,2,3,2005,376000
4,2,1370,4000,2,3,1951,605004
4,2,2660,3900,1.5,4,1923,886000
4,2.5,2260,3713,2,3,2003,560000
4,2.5,2070,4500,2,3,2004,343000
4,5.25,4670,43950,2,3,1989,1415000
3,1,1500,13500,1,4,1968,270000
4,2.5,2658,3960,2,3,2014,411605
4,2.5,2700,5150,2,3,2007,550000
3,2.25,1530,1245,2,3,2014,465000
3,2.5,1480,1485,2,3,2007,584000
3,3,1390,1080,2,3,2006,275000
3,2.5,1660,3990,2,3,2009,324500
3,2.5,2050,4185,2,3,2011,700000
4,1,1550,7740,1.5,3,1954,385200
4,2.25,1900,8600,1,4,1975,270000
4,2.5,2820,6180,2,3,2013,735000
2,1.5,1490,4080,1,3,1956,389250
3,1.5,1750,12500,1,3,1954,315000
4,2.5,2040,6034,2,3,1990,545000
3,1.5,1900,5000,1.5,3,1926,550000
3,1.75,1910,12596,1,3,1977,415000
3,1,1560,14333,1,4,1953,387500
3,1.75,1470,6250,1,4,1939,432000
3,2.5,2700,9994,1,4,1959,402000
4,3.25,3450,11240,2,4,1960,1035000
3,2,1970,9600,1,4,1967,294700
3,2.5,2670,12187,2,3,1986,744000
3,2.5,2550,13458,2,3,1990,715000
4,1,1720,4011,1.5,4,1904,500000
4,4,4270,6002,2,3,2004,1300000
3,1.5,2170,16600,1,3,1979,1150000
4,2.5,2840,9354,2,3,1990,650000
4,2.75,3270,50994,2,4,1983,435000
3,1.75,1480,7040,1,3,1974,510000
5,2.75,2440,8000,1,4,1972,525000
4,2.75,2880,5750,1.5,5,1928,920000
2,1,1730,9610,1,3,1962,200000
2,1,1260,4080,1.5,5,1926,435000
4,2,2230,9900,1.5,5,1959,809950
2,2.25,2460,16940,1.5,4,1936,1370000
4,1.75,2050,94525,1,4,1959,455000
3,2.5,2030,2805,2,3,2001,471000
2,1,810,4800,1,3,1948,253500
3,1,1840,8100,1,4,1953,185000
3,1.5,1730,40250,2,4,1983,535500
2,2,2280,6815,1,3,2002,835000
4,2.5,2630,6326,2,3,2008,589500
3,2.25,2270,23900,1,3,1975,680000
3,1.75,1020,7020,1.5,4,1953,360000
4,2.5,1990,2175,2,3,2005,595000
4,2.5,2680,15508,2,3,1999,300000
3,1.75,1980,3300,1.5,4,1926,660000
3,2.5,2400,6975,2,3,1993,570000
2,1,780,5000,1,4,1943,285000
3,2,980,5000,1,3,1940,435000
3,1,1210,103237,1,2,1918,160000
5,2.5,4600,19831,1,3,1956,805000
3,2.5,1480,1961,2,3,2005,450000
4,1.5,1320,14250,1,4,1954,510000
5,2.75,4400,18500,1,5,1963,1120000
4,3.5,3010,3600,2,3,1999,1280000
3,2,2260,9568,1,3,1985,539000
4,2,1880,14653,2,3,1978,407193
3,1.75,1370,9900,1,4,1983,320000
4,3,2720,3800,2,5,1919,739000
2,1.75,1740,5400,1,4,1946,452000
4,2.5,2560,5593,2,3,2001,600000
5,2.5,2690,5557,2,3,2012,279000
4,3,3240,5562,2,3,2013,895000
4,2.5,2430,4747,2,3,2008,585000
2,2,1405,1073,2,3,2007,405000
5,2.75,3030,7679,2,3,2014,837219
4,2.5,4150,8436,2,3,2014,969990
3,3,1730,2940,3,3,1985,490000
6,2.5,3820,53173,1,4,1974,611000
4,2.5,3070,6432,2,3,2006,462000
4,2.5,1780,4169,2,3,1994,540000
4,2.5,1811,4381,2,3,2007,260000
4,2.25,2450,62290,2,3,1976,510000
3,2.5,2300,7398,2,3,2001,567500
2,1,1440,3225,1,3,1915,445000
4,2.25,2370,9360,2,4,1979,684680
4,3.25,4420,7850,2,3,2001,2700000
3,1,1300,3550,1.5,3,1927,455000
5,3,2870,4369,2,3,2007,540000
3,2.75,3400,7200,2,3,2009,530000
3,1,1410,5060,1,4,1956,410000
3,1.75,1640,13500,1,3,1940,450000
4,2.5,3190,7399,2,3,2006,609900
4,2.5,2380,13435,2,3,1992,648000
3,2.5,2260,4165,2,3,2005,550000
3,1.75,1240,8050,1,4,1978,347000
5,3.5,4220,26784,1,3,1958,1635000
4,2.5,4250,19387,2,4,1972,1339000
3,1.5,1860,7963,1,3,1963,288350
3,2.5,2850,10474,1,4,1954,1150000
3,3,2470,36445,2,4,1980,525000
3,2.25,2210,8000,2,4,1969,250250
4,1.75,1920,7665,1,4,1975,341000
4,3,3150,7778,2,3,2000,700000
4,1.75,2700,7875,1.5,4,1968,390000
3,2.25,2190,7149,1,4,1963,539950
2,2.5,1380,951,3,3,2006,552000
5,1.5,2520,5753,1.5,4,1928,250000
3,1.75,1300,8800,1,4,1963,502000
4,1.75,2220,6500,2,4,1964,480000
2,1,730,7528,1,3,1946,378500
4,3.25,3300,15907,2,5,1985,1350000
4,3.25,4130,112521,2,3,1978,1900000
3,2.5,2670,47480,2,3,1981,605000
4,2.5,1980,5909,2,3,2003,307550
2,1,740,5995,1,4,1949,304700
3,1.75,2050,3520,1,4,1977,568000
3,1.75,1230,7500,1,3,1987,385000
3,2.5,1210,1420,3,3,2008,345000
3,2.25,1890,7200,1,4,1973,435000
2,2,1870,6275,1,3,2003,579000
3,1.75,1330,6301,1,3,1998,236000
3,2,1590,35988,1,4,1974,305100
3,1.75,1710,10800,1,4,1958,368000
2,1,1200,9000,1,5,1917,255000
2,1,1140,5100,1,3,1942,400000
3,1.75,2240,8153,1,3,1948,440000
2,1,920,6600,1,3,1919,417000
2,1,800,5000,1,3,1906,435000
4,2.75,1980,11443,1,5,1952,475000
4,2.5,2800,12831,2,3,2001,563500
3,2.25,1680,35127,2,3,1987,285000
4,2.5,2330,9928,2,3,1998,471000
4,1.75,2240,9886,1.5,4,1965,500000
3,2.5,2140,8925,2,3,1991,640000
4,2.5,2170,14024,2,3,1992,442500
3,1.5,1150,8686,1,4,1963,213400
4,2.5,2030,3905,1.5,4,1926,831000
3,2,1350,11805,1,3,1986,325000
2,1,910,4635,1,4,1905,425000
4,2.5,2700,5100,1,4,1968,550000
4,3.5,3730,15029,2,3,1991,599950
4,2.5,2740,16007,2,3,1984,1225000
4,3.25,2050,5000,2,4,1987,750000
4,3,2390,4500,2,3,1974,290000
4,2.75,1990,7252,1,3,1999,270000
4,1.75,1300,21000,1,4,1969,229950
3,1,1330,8912,1,3,1948,234999
2,1,1000,31505,1,3,1960,265000
4,2.75,2190,14937,2,3,1993,367300
3,1.75,1380,3402,1.5,3,1900,550000
4,2.5,2610,33206,2,3,1988,743700
2,1.75,1060,1241,2,3,2008,352750
2,1,710,1136,2,4,1943,403950
4,2.5,2730,4800,1.5,5,1909,980000
4,1.75,2470,131790,2,3,1937,585000
3,1.75,1760,10780,1,3,1977,554000
3,2.5,1530,3464,2,3,1998,546000
2,1.75,1610,158558,1.5,2,1948,280000
2,2,1030,21712,1,4,1938,212500
4,2.5,2800,246114,2,3,1999,739000
3,2,1310,2550,1,3,1986,428000
4,2.25,3160,34560,1,4,1981,965000
3,3,2500,8304,2,3,1997,364900
3,1.5,2070,5386,1,4,1948,559000
4,1.75,1980,9000,1,2,1978,213000
3,2.5,2590,7237,2,3,2004,620000
4,1,1910,16320,1.5,3,1934,240000
3,2.5,2630,10100,1,4,1967,852500
3,2.5,2630,77972,2,3,2004,600000
3,2.5,1960,4400,2,3,2006,410000
3,1.75,1440,45302,2,3,1977,328000
3,1.75,2210,16200,1,3,1958,625000
4,2.5,2350,63162,2,4,1994,649950
3,1,1590,13000,1.5,3,1944,235000
3,3.5,1500,1249,2,3,2004,489000
3,2.5,1900,6224,2,3,2005,536000
4,3.5,2370,3692,2.5,3,2013,400000
3,2.5,1720,1715,2,3,2004,398000
4,1.5,2020,7560,1,4,1960,379000
2,1.5,1340,1210,2,3,2008,345000
3,2.5,1800,2700,2,3,2011,365000
3,2.5,1480,1590,2,3,2010,315000
4,2,2750,7807,1.5,5,1916,571000
5,4,3760,28040,2,3,1983,1025000
3,2.75,2540,4694,2,3,2005,695000
3,1.75,1760,26055,1,3,1979,225000
3,2.5,3000,25341,2,3,1995,740000
4,2.5,1930,9643,2,4,1992,315000
4,2.5,3040,7000,2,3,2001,1230000
2,1,860,3880,1,4,1916,420000
3,1.75,1420,7650,1,4,1984,310000
3,2,2080,3880,1,5,1954,700000
3,2.5,1560,4200,2,3,2003,269000
4,2.5,1960,7133,2,3,2002,369990
3,2.25,1620,4500,2,4,1926,800000
5,3,3670,10583,1,5,1952,569000
6,1.5,1930,8400,1,3,1971,175000
3,1.5,1290,1286,3,3,2000,440000
5,2.25,1970,15247,1,3,1986,435000
3,1.75,1540,6909,1,4,1955,345000
4,2,2180,3870,1,3,1900,558000
2,1.75,1490,224334,1,3,1983,475000
3,2,2220,10275,2,3,1980,490000
3,1.75,2430,9133,1,4,1978,335000
2,0.75,1392,43710,1.5,4,1978,350000
4,1,1120,2685,1,3,1939,100000
4,1,1390,10800,1.5,4,1941,417500
3,1.75,2040,7281,1,3,1962,253000
5,3,2830,7500,2,3,1923,1240000
4,2.5,3020,8302,2,4,1994,490000
3,1.75,2290,14800,1,3,1965,470000
4,2,1210,11100,1,4,1955,483300
3,2.5,2510,6320,2,3,1996,659000
4,1.75,2320,4322,1,3,1910,480000
3,1,970,6600,1,3,1965,165000
3,1.75,1820,5500,1,4,1957,659500
3,1,970,7742,1,4,1967,219900
2,1,1740,3622,1,4,1924,315000
3,1.75,1590,7560,1,3,1984,250000
2,1,1380,5000,1,3,1943,268000
4,1.5,1680,11123,1,3,1959,380000
2,1,1220,3000,1,3,1926,499000
2,2,1651,18200,1,3,1946,285000
3,1.75,1330,9200,1,4,1973,183000
3,3,2940,4622,2,4,1988,1070000
3,3.25,1410,1246,3,3,2005,429000
2,1,1100,3598,1,4,1926,403000
3,1.5,1530,7200,1,3,1975,375500
5,3.25,5270,17232,2,3,1977,1795000
3,2,2110,5150,1,5,1919,516200
4,1.75,1720,8750,1,3,1971,385000
3,2.5,1800,5001,2,3,1996,515000
4,2.5,2210,9427,2,3,1999,375000
4,2.25,2560,9731,2,4,1973,650000
2,1.5,1010,7719,2,3,1981,306888
4,2.5,3340,12248,2,3,1998,870000
4,1,1740,11075,1.5,3,1965,310000
3,2,1320,7200,1,5,1975,251750
3,1.75,1520,8625,1,3,1976,366000
3,1.5,2010,9480,1,3,1951,429950
3,3.5,2440,3427,2,3,2000,710000
5,2.5,2550,20875,1,4,1953,895000
3,1,1010,9450,1,4,1959,149500
3,2.5,1780,6771,1,3,1990,310000
3,2,2180,4976,1.5,4,1930,555000
5,3.25,2750,7500,2,3,1937,750000
4,3.25,3490,7024,2,3,2006,745000
3,2.5,2550,45254,2,3,2001,695000
3,1.75,1870,7189,1,3,1959,433000
4,1,1150,8184,1.5,3,1947,307000
3,1.75,2050,11856,1,3,1962,655275
4,2.75,1940,6555,2,3,1990,392000
5,3.75,3630,6000,1.5,3,2004,1180000
3,1.75,1890,9100,2,4,1952,359950
4,2,1630,10375,1,5,1968,360000
4,1.75,2440,5000,1,3,1954,566000
5,2.75,3100,9825,2,4,1950,700000
3,2.5,2090,6045,2,3,2000,415000
3,1,920,9812,1,4,1962,199500
3,1,1580,5000,1.5,3,1926,749000
3,1.75,1760,8400,1,4,1960,680000
4,2.5,2530,7563,1,3,1978,400000
4,2.75,2490,9714,1,4,1983,608000
4,4.5,3870,35889,2,3,2001,589900
5,2.5,2732,9500,1,4,1975,480000
5,3.25,3230,3825,2,3,2014,1059500
6,3.75,2930,14980,2,3,2013,915000
4,3.5,3510,9364,2,3,2001,695000
4,2.5,2580,3909,2,3,2013,899900
2,2.25,1060,1208,2,3,2005,499950
4,2.75,2790,8853,2,3,2013,533112
4,2.5,2009,5000,2,3,2014,303210
5,2.75,2880,8364,2,3,2006,525000
2,1,710,1157,2,4,1943,399950
3,2.5,2070,13241,1.5,5,1910,850830
3,2,1370,8336,1,5,1964,371500
3,1.75,1730,8400,1,4,1980,522000
4,2,1680,5000,1,3,1950,588000
2,1,1350,10096,1,4,1952,276900
5,1.5,1510,9078,1,4,1959,248000
3,2.5,1860,6607,2,3,1989,280000
6,5,3440,4500,2,3,2007,495000
6,3,4250,4400,2.5,4,1902,665000
2,1,860,3874,1,4,1931,290300
2,1.75,1640,4080,1,3,1921,527000
2,1.5,1295,1093,2,3,2007,487028
3,1.75,1790,27427,1,3,1978,325000
3,1.5,2210,6300,1.5,5,1916,799000
5,4.5,10040,37325,2,3,1940,7062500
3,1,940,10368,1,3,1965,354000
3,1.5,1160,8906,1,3,1962,262500
3,2.5,1990,3984,2,3,2004,560200
3,1,1050,6300,1,3,1942,220000
2,1,1030,5750,1,5,1928,650000
3,2.5,1420,2581,3,3,2004,435000
4,3.75,2690,4000,2,4,1909,800000
4,2.5,3760,29224,2,3,1987,1010000
2,1,700,4700,1,5,1953,200000
5,3.5,2100,5107,2,3,1999,295000
4,2.75,2240,27820,1.5,4,1976,580379
4,2.5,3470,32109,2,3,1995,875000
3,2.5,3370,19585,2,3,1951,515000
4,2.5,2790,230868,2,3,1989,599000
3,2.5,1870,4060,2,3,2005,285000
3,1.75,1520,15090,1,4,1968,290000
1,1.75,750,20339,1,4,1946,355000
3,1.5,1460,11407,1,3,1954,381000
3,2.5,2600,7465,2,3,1988,571000
4,2.5,3320,11901,2,5,1977,852600
5,2.5,2340,6000,2,4,1922,1085000
3,1,890,7200,1,3,1951,371000
3,1.75,1720,5899,1,3,1986,514000
3,1.5,1270,1318,2,3,2004,386000
4,2.5,2180,7203,2,4,1989,464000
4,2.25,2030,13500,1,3,1963,335000
4,2.75,2490,17833,2,3,1979,740000
4,1.75,1470,5350,1,3,1955,465000
3,2.75,2500,7378,1,5,1948,700000
3,3.5,4500,21870,2,3,2004,785000
3,3.25,1460,1592,2,3,2006,350000
1,1,620,8261,1,3,1939,148000
3,1.75,1550,3680,1,3,1927,530000
3,2.5,1430,1002,3,3,2002,349000
3,1.5,1360,9760,1.5,5,1984,240000
3,2.5,2210,7557,2,3,1989,330000
4,1.75,2460,5100,1.5,5,1909,735000
3,2.5,2180,15693,1,4,1979,545000
3,1.75,1570,4875,1,4,1977,214950
4,2.75,4140,24190,2,3,2002,657500
3,1,1140,5500,1.5,4,1908,476000
5,6.25,8670,64033,2,3,1965,2888000
2,1,800,15000,1,3,1927,110000
4,2.75,2414,7693,2,3,2006,292000
3,1,1160,8813,1,3,1952,317000
4,2.5,3170,10688,2,3,2001,455000
5,3.5,4210,17258,2,3,1995,1365000
3,2,2060,4437,1,3,1929,460000
3,2,1640,7201,1,3,1948,405000
2,1,720,6686,1,3,1942,333000
4,1,1860,4736,1.5,1,1901,427000
4,2.5,2810,10986,2,3,1997,742000
4,2.5,2090,9702,1,5,1965,465000
4,2.5,3280,6181,2,3,2001,809950
4,2,2090,3610,1.5,5,1927,619400
3,1.75,2430,14607,1,3,1949,762400
5,2.25,2520,49222,2,4,1978,535000
5,3,2510,4125,1.5,5,1925,881000
4,2.75,3370,6675,1,4,1948,813000
3,2,1640,5280,1.5,5,1910,234000
3,2.5,2250,7294,2,3,1994,308900
4,2.5,2300,19250,1,4,1955,450000
3,3.5,1650,2262,3,3,2010,547500
2,1,710,1131,2,4,1943,399950
4,3.5,2550,8698,2,3,2007,516000
2,1.5,982,846,2,3,2006,250000
3,2.25,1630,2520,2,3,2005,475000
4,2.5,2550,4500,2,3,2009,415000
2,1.25,1240,2150,2,3,2014,545000
3,2.5,2456,7566,2,3,2012,329950
5,2.25,3200,20158,1,3,1965,1325000
3,3.5,3950,111078,1.5,3,1989,784000
4,2.25,2180,7297,2,3,1984,610750
4,2.5,3140,9225,1,5,1966,578000
4,3.75,4030,10800,2,3,2006,1485000
3,1.75,1970,7972,1,5,1976,501000
5,2,1940,7642,1.5,3,1957,465250
5,4.25,4860,9453,1.5,5,1905,2250000
0,0,3064,4764,3.5,3,1990,1095000
2,1,970,5665,1,4,1908,315000
4,2.25,2460,44431,1,4,1957,900000
4,2.5,3010,6100,2,3,2005,789500
3,2,2460,6600,1,4,1952,678500
3,2,2080,11375,1,3,2002,342500
4,3.25,3960,7012,2,3,2005,860000
4,2.5,2490,8124,2,3,2001,306000
5,2,2060,6000,2,3,1903,580000
3,1,1330,15678,1,3,1984,405000
3,1.75,1600,19200,1,4,1967,510000
2,1,820,10450,1,4,1965,173000
4,1.75,1200,7680,1,3,1968,210000
3,1,1050,5664,1,4,1947,445000
3,2.5,1910,1501,2.5,3,2007,585000
3,1.75,1800,6000,1,5,1950,381000
3,2.25,2060,8640,1,4,1966,890000
3,1.75,1840,9697,1,4,1985,235000
3,2.5,1250,1103,3,3,2005,480000
2,1,1510,4032,1.5,3,1935,575000
4,2.25,2300,4600,1.5,4,1904,350000
4,1.5,1490,7560,2,3,1966,259000
5,2.75,2820,4608,1,3,1967,599000
4,1.5,1130,7840,1,4,1970,210000
4,2.5,3200,7500,1.5,5,1948,1184000
3,1,1510,5000,1.5,3,1909,545000
3,2.5,1970,7500,2,3,1988,299995
3,1,1210,5750,1.5,4,1910,440000
4,2.5,3280,27441,2,3,1996,699000
3,2,2420,17859,1,5,1979,795000
5,1.75,2460,6846,1.5,5,1911,445000
3,1,1180,11862,1,4,1948,397990
3,2.75,1900,6400,1,5,1942,706000
3,3.25,1651,1779,2,3,2008,363000
4,2.25,2130,11843,2,4,1972,850000
2,1,1430,3000,1.5,3,1929,620000
4,2.5,5730,44947,2,3,1991,1228000
4,2.5,1910,9244,1,4,1963,333000
3,1.75,2110,11250,1,4,1961,743000
2,1.5,1630,3780,1,4,1940,448000
4,2.5,2470,35073,2,3,1989,485000
4,2.25,2640,31941,1,4,1986,489950
5,2.75,2990,7420,2,3,1996,498500
3,2.5,2120,9736,2,3,1988,531000
3,2.5,2050,6420,1,3,1956,670000
5,3,1880,5000,1,3,1997,310000
3,3,2790,12523,2,4,1977,835000
4,2.5,3000,7500,2,3,1937,1688000
4,2.5,2140,7245,2,3,2003,495000
3,2,1769,9300,1,4,1955,495000
3,1,1710,6556,1.5,4,1926,440000
1,0.75,420,6720,1,3,1922,280000
4,2.5,3270,35445,2,3,1989,1070000
4,2.5,2370,10858,2,3,2003,1034500
4,2.5,1770,5855,2,3,2003,248000
4,2.5,2210,8465,1,3,1990,294000
3,2.25,1710,4140,2,3,2004,561000
4,2,2710,4750,1,4,1919,656500
3,3,2340,2970,2,5,1925,660000
2,1,1220,17172,1,4,1947,370000
3,1,1060,9525,1,3,1966,349950
2,1,910,9869,1,3,1957,223000
4,1.75,1880,3880,1.5,4,1944,560000
4,1.75,1870,5200,2,4,1937,594000
3,2.25,1480,5400,2,4,1914,600000
3,2.5,1880,7000,2,3,1993,315000
4,1.75,1890,6000,1,4,1947,430000
3,2.75,1560,7392,1,5,1972,440000
2,1.5,1070,1200,2,3,1999,312500
5,4,4410,14380,2,3,2006,1240000
3,3.25,1470,1235,2,3,2008,300000
3,2.5,2570,3600,2.5,3,2007,680000
2,2.25,1170,1011,2,3,2009,336750
5,3.5,2320,4960,2,5,1926,822500
4,3,2440,9600,2,5,1961,589000
4,2.5,4120,22370,2,3,1997,863000
2,1.75,1440,5680,1,4,1978,210000
3,1,1340,11070,1,4,1978,206135
6,3.75,3010,4360,2,3,2014,1125000
3,1.75,1840,8601,1,3,1905,285000
2,1,930,7550,1,3,1986,230000
4,2.75,4070,115434,2,3,2002,845000
3,1.75,1820,9545,1,3,1976,350000
3,1,1280,8184,1.5,4,1947,304000
2,1,900,4600,1,3,1951,370000
3,1.75,1980,13503,1,4,1952,810000
4,2.25,2010,7575,1,3,1974,440000
4,2.5,2750,4800,2,3,1905,1030000
4,2,3140,10875,1,3,1939,775000
5,2.25,4200,5800,2.5,4,1906,1335000
3,1.75,1900,8540,1,3,1980,235000
3,1,1830,3000,1.5,3,1926,499950
5,2.75,3320,23760,2,4,1975,622500
4,2.5,2700,10814,1,4,1966,300000
3,1,1290,6566,1,5,1976,205000
3,1.75,1500,8173,1,3,1997,435000
4,2.75,3650,48351,1.5,4,1978,697000
3,1,1270,6405,1.5,3,1944,153000
4,2.25,2630,39000,2,3,1979,454000
2,1.5,1800,26615,1,5,1987,345000
3,1,1870,2807,1.5,4,1927,585000
4,2.5,2540,6365,2,3,2000,380000
4,2.5,1930,8660,1,3,1981,250600
4,2.25,2770,13500,2,3,1974,890000
4,2.5,2220,5338,2,3,2001,370000
3,1.5,1650,9957,1,4,1961,369500
4,2.5,3670,54450,2,3,1999,883000
4,2.5,3770,35081,2,3,1989,950000
3,1.75,2350,20820,1,4,1978,615000
3,1.5,1210,5240,1,4,1983,305000
4,2.5,2010,7972,2,4,1989,590000
3,2.5,1580,6065,2,3,1985,485000
2,1,710,7200,1,3,1943,215000
3,2,1910,5040,1.5,3,1971,430000
4,2.5,1880,7965,2,3,2000,324900
2,2,2280,641203,2,3,1990,849900
5,2.75,3100,10014,1,4,1973,975000
5,2.5,2350,4000,2,3,1993,910000
3,1.75,1850,6869,1,5,1919,459950
3,2.5,2070,8337,2,3,1997,325000
4,2.75,2020,7070,1,5,1958,513000
3,2.25,1580,12177,1,3,1981,475000
4,2.5,2690,7947,2,3,1993,419000
4,2.5,2420,10285,1,3,1958,760000
5,1.5,2540,6660,2,4,1954,1120000
2,1,1150,30184,1,3,1950,129000
5,2.5,3210,12000,1,4,1968,725000
3,2.5,2040,4627,2,3,1992,580000
3,2.25,1920,4833,1,4,1921,385000
4,1.75,1900,10588,1,5,1958,265000
3,2.5,4310,32093,1.5,5,1982,1735000
3,2.5,1070,1155,2,3,2005,330000
4,2.5,2790,43091,2,4,1989,665000
3,2.5,2860,4442,2,3,2000,799000
3,2,2250,8800,1,4,1925,589000
2,2.25,3170,3000,2,5,1900,1695000
3,1,1460,7200,1,3,1906,538000
3,1,1540,3399,1.5,3,1926,530100
3,2,2910,6600,2,4,1900,718500
3,1.75,1180,13927,1,5,1962,299000
3,1.75,1640,7437,1,3,1948,556000
4,2,1520,19672,1,3,1920,171000
5,3,3610,9775,2,3,2003,540000
3,2.25,1400,3814,2,3,2012,250000
4,3.5,3200,3250,2,3,2007,795000
3,3,1384,1287,2,3,2006,575000
3,2.25,1410,1287,2,3,2005,379500
4,2.5,2050,5276,2,3,2006,385000
4,2.5,1750,4779,2,3,2009,415500
3,2,1510,6710,1,3,1972,397500
3,2.5,1930,7214,2,3,2005,530000
4,2.5,2960,41656,2,3,1985,883000
5,2.75,2920,11880,1,5,1968,850000
2,1,1980,5000,1,4,1923,496752
3,1.75,1430,8865,1,3,1950,330000
4,2.75,2450,4187,2,3,2010,735000
4,2.75,2360,4924,2,3,2008,525000
3,2.5,1890,4838,2,3,2002,269950
3,1.75,2140,9484,1,3,1953,650000
3,2,1900,8100,1,4,1940,520500
4,2.5,2700,9122,2,3,1990,652500
5,3,2430,8000,1,4,1957,506000
3,1,1110,12150,1,4,1957,416000
4,2.75,2280,15347,1,5,1960,500000
3,1.75,1550,4708,1,4,1949,460000
3,2,1530,8925,1,3,1977,371025
4,2.5,2440,28405,2,3,2002,576000
4,2.25,1760,9602,2,3,1987,353500
4,2.25,3040,5000,2,4,1926,1735000
3,1.75,1070,8100,1,4,1957,183000
3,1.75,1990,5560,1,4,1939,763101
2,1.5,1090,4000,1,3,1951,460000
4,1.5,1890,6938,1.5,3,1919,825000
3,1,1000,9150,1,3,1969,265000
3,1.75,1770,8235,1,3,1960,295000
4,3,2360,6250,1,3,1960,418000
3,3.5,3380,108900,2,3,1999,554000
3,2.5,1700,3150,2,3,2005,534500
2,1.75,1600,4000,1,5,1918,690000
4,2.5,2050,6360,2,3,1988,530000
2,1.75,1210,1040,2,3,2014,357186
5,3,1940,6355,1,3,2007,300000
4,2,1810,8750,1,2,1967,304000
4,1.75,1690,4080,1,4,1984,385000
4,2,1800,2970,1,4,1923,415000
4,3.5,3280,6603,2,3,2007,963000
4,2.5,4290,175421,2,3,2004,792500
3,1.75,1150,9600,1,3,1979,309212
2,1.5,880,1805,2,3,1999,235000
3,1.5,1720,8100,2,3,1907,667000
3,1.5,1510,8000,1,4,1956,470000
4,2,1240,3000,1,3,1908,375000
4,2,1580,9581,1,3,1953,410000
4,2.25,2170,7737,2,3,1987,566000
4,2.75,2500,4950,2,3,2010,680000
1,1,960,2640,1,3,1908,332000
4,2.5,3030,8507,2,3,2003,902000
3,1.75,1540,10800,1,5,1947,500000
3,1.75,1890,32340,1.5,3,1976,445000
4,2.5,2810,9800,1,4,1973,825000
4,4,3530,8400,2,5,1958,1095000
3,1,1100,8536,1,4,1957,277000
3,2.5,1940,9775,1,3,1975,545000
3,2.5,2300,9521,2,3,2003,435000
3,2.5,2110,3600,2,3,2005,638000
4,1.5,1220,10580,1,3,1965,418000
3,1.75,1750,12325,1,4,1968,499000
3,1.5,1230,8056,1,4,1949,150000
3,2.5,3100,23790,2,3,2002,759950
3,2.5,1830,65340,1,3,1991,427000
5,2.5,2640,7096,2,3,2003,632500
6,1.75,1840,2774,1,3,1900,660000
4,2.5,3190,14565,2,3,1990,862000
2,1,1120,2000,1.5,3,1910,524000
3,1.5,1760,6723,1,3,1958,470000
3,2,1590,9912,2,3,2000,385000
4,2.5,2120,9603,2,3,1985,575000
